ticker;date;open;high;low;close
BTC;20/06/2014;600.17;602.05;587.1;590.75
BTC;21/06/2014;590.75;599.21;584.82;597.04
BTC;22/06/2014;597.04;610.08;591.99;603.62
BTC;23/06/2014;603.62;604.65;582.86;591.17
BTC;24/06/2014;591.17;595.65;585.41;588.77
BTC;25/06/2014;588.77;589.56;566.88;568.45
BTC;26/06/2014;568.45;582.71;565.85;582.7
BTC;27/06/2014;582.7;603.94;580.14;602.23
BTC;28/06/2014;602.23;608.76;593.97;597.56
BTC;29/06/2014;597.56;604.28;593.19;601.06
BTC;30/06/2014;601.06;637.28;596.55;635.14
BTC;01/07/2014;635.14;652.54;634.09;643.19
BTC;02/07/2014;643.19;652.1;604.58;645.72
BTC;03/07/2014;645.72;646.4;633.58;638.03
BTC;04/07/2014;638.03;642.22;623.04;623.96
BTC;05/07/2014;623.96;627.8;619.69;622.96
BTC;06/07/2014;622.96;629.44;622.65;626.65
BTC;07/07/2014;626.65;627.93;607.32;613.6
BTC;08/07/2014;613.6;619.65;609.35;615.32
BTC;09/07/2014;615.32;623.82;610.53;623.0
BTC;10/07/2014;623.0;624.95;611.66;618.39
BTC;11/07/2014;618.39;633.62;616.11;632.9
BTC;12/07/2014;632.9;638.59;625.9;635.9
BTC;13/07/2014;635.9;638.64;627.54;628.03
BTC;14/07/2014;628.03;628.99;616.06;618.32
BTC;15/07/2014;618.32;624.42;617.3;619.6
BTC;16/07/2014;619.6;622.36;614.15;614.8
BTC;17/07/2014;614.8;632.55;610.01;626.58
BTC;18/07/2014;626.58;630.15;617.92;627.47
BTC;19/07/2014;627.47;634.14;625.14;627.04
BTC;20/07/2014;627.04;627.93;619.96;620.98
BTC;21/07/2014;620.98;625.93;615.02;625.13
BTC;22/07/2014;625.13;628.81;620.0;622.53
BTC;23/07/2014;622.53;624.99;621.0;621.69
BTC;24/07/2014;621.69;621.96;599.38;601.87
BTC;25/07/2014;601.87;609.06;597.4;600.5
BTC;26/07/2014;600.5;602.98;593.25;596.0
BTC;27/07/2014;596.0;601.49;593.69;595.03
BTC;28/07/2014;595.03;597.49;578.14;587.93
BTC;29/07/2014;587.93;591.28;579.53;585.77
BTC;30/07/2014;585.77;586.13;564.18;564.64
BTC;31/07/2014;564.64;593.73;564.01;589.52
BTC;01/08/2014;589.52;603.99;586.43;598.78
BTC;02/08/2014;598.78;598.91;587.42;591.72
BTC;03/08/2014;591.72;592.06;580.62;588.94
BTC;04/08/2014;588.94;595.09;586.49;592.77
BTC;05/08/2014;592.77;594.25;585.44;588.76
BTC;06/08/2014;588.76;593.79;587.2;589.77
BTC;07/08/2014;589.77;595.08;587.92;592.8
BTC;08/08/2014;592.8;608.2;592.08;595.85
BTC;09/08/2014;595.85;595.85;587.41;589.52
BTC;10/08/2014;589.52;596.64;588.06;592.06
BTC;11/08/2014;592.06;593.62;571.72;575.89
BTC;12/08/2014;575.89;578.29;561.98;567.66
BTC;13/08/2014;567.66;573.51;523.15;542.1
BTC;14/08/2014;542.1;544.94;495.94;504.8
BTC;15/08/2014;504.8;515.24;483.21;496.45
BTC;16/08/2014;496.45;524.25;483.24;522.01
BTC;17/08/2014;522.01;524.71;478.22;485.5
BTC;18/08/2014;485.5;493.26;449.95;462.18
BTC;19/08/2014;462.18;487.05;455.8;485.12
BTC;20/08/2014;485.12;521.84;468.51;516.78
BTC;21/08/2014;516.78;537.17;511.36;517.94
BTC;22/08/2014;517.94;524.44;500.57;516.1
BTC;23/08/2014;516.1;516.82;493.98;497.68
BTC;24/08/2014;497.68;514.82;496.81;509.71
BTC;25/08/2014;509.71;511.33;499.71;502.93
BTC;26/08/2014;502.93;516.04;501.81;512.56
BTC;27/08/2014;512.56;527.37;512.56;515.23
BTC;28/08/2014;515.23;521.59;503.34;510.75
BTC;29/08/2014;510.75;515.18;506.69;512.56
BTC;30/08/2014;512.56;512.91;503.12;505.96
BTC;31/08/2014;505.96;508.34;478.31;481.78
BTC;01/09/2014;481.78;487.47;471.78;477.19
BTC;02/09/2014;477.19;486.99;470.54;478.94
BTC;03/09/2014;478.94;487.29;476.82;480.04
BTC;04/09/2014;480.04;498.47;476.26;490.99
BTC;05/09/2014;490.99;495.02;483.07;483.65
BTC;06/09/2014;483.65;491.38;480.79;484.47
BTC;07/09/2014;484.47;490.72;478.49;485.75
BTC;08/09/2014;485.75;487.02;469.5;475.69
BTC;09/09/2014;475.69;478.6;467.52;474.9
BTC;10/09/2014;474.9;491.04;471.57;479.7
BTC;11/09/2014;479.7;488.92;474.57;478.49
BTC;12/09/2014;478.49;479.71;471.14;477.73
BTC;13/09/2014;477.73;480.64;474.64;478.17
BTC;14/09/2014;478.17;480.33;471.96;477.74
BTC;15/09/2014;477.74;479.28;473.7;477.71
BTC;16/09/2014;477.71;478.81;463.95;466.75
BTC;17/09/2014;466.75;469.39;458.27;461.09
BTC;18/09/2014;461.09;462.26;408.77;424.26
BTC;19/09/2014;424.26;429.17;386.1;397.67
BTC;20/09/2014;397.67;427.69;387.5;411.53
BTC;21/09/2014;411.53;415.07;394.52;401.62
BTC;22/09/2014;401.62;410.75;398.6;404.09
BTC;23/09/2014;404.09;445.51;394.75;436.86
BTC;24/09/2014;436.86;439.19;422.1;423.77
BTC;25/09/2014;423.77;427.55;409.56;412.29
BTC;26/09/2014;412.29;416.42;399.7;404.46
BTC;27/09/2014;404.46;407.07;394.69;399.02
BTC;28/09/2014;399.02;402.27;374.12;379.08
BTC;29/09/2014;379.08;389.26;372.63;376.77
BTC;30/09/2014;376.77;395.18;374.73;388.17
BTC;01/10/2014;388.17;395.13;381.11;382.84
BTC;02/10/2014;382.84;385.59;371.2;375.14
BTC;03/10/2014;375.14;378.22;362.81;363.45
BTC;04/10/2014;363.45;369.88;327.1;335.32
BTC;05/10/2014;335.32;344.25;294.92;322.86
BTC;06/10/2014;322.86;347.94;303.05;331.55
BTC;07/10/2014;331.55;345.51;321.74;331.65
BTC;08/10/2014;331.65;351.64;325.43;350.87
BTC;09/10/2014;350.87;384.61;347.57;360.91
BTC;10/10/2014;360.91;378.13;353.32;361.71
BTC;11/10/2014;361.71;370.15;350.49;361.22
BTC;12/10/2014;361.22;374.57;352.25;373.17
BTC;13/10/2014;373.17;391.22;366.04;387.32
BTC;14/10/2014;387.32;407.74;385.72;397.1
BTC;15/10/2014;397.1;397.87;388.23;393.17
BTC;16/10/2014;393.17;398.84;371.56;379.77
BTC;17/10/2014;379.77;384.76;372.42;380.48
BTC;18/10/2014;380.48;395.71;373.58;390.88
BTC;19/10/2014;390.88;394.49;383.92;387.28
BTC;20/10/2014;387.28;387.77;378.42;380.39
BTC;21/10/2014;380.39;388.24;377.42;382.35
BTC;22/10/2014;382.35;383.69;376.97;378.93
BTC;23/10/2014;378.93;381.08;353.48;355.78
BTC;24/10/2014;355.78;360.87;351.41;355.1
BTC;25/10/2014;355.1;356.57;341.53;346.72
BTC;26/10/2014;346.72;356.8;344.19;348.67
BTC;27/10/2014;348.67;356.35;344.93;350.09
BTC;28/10/2014;350.09;355.72;348.27;351.06
BTC;29/10/2014;351.06;352.83;334.72;335.12
BTC;30/10/2014;335.12;350.38;333.44;344.86
BTC;31/10/2014;344.86;347.97;336.08;337.87
BTC;01/11/2014;337.87;339.0;320.74;325.43
BTC;02/11/2014;325.43;329.76;319.81;322.55
BTC;03/11/2014;322.55;332.85;321.67;324.24
BTC;04/11/2014;324.24;328.75;320.11;327.96
BTC;05/11/2014;327.96;341.98;326.52;338.01
BTC;06/11/2014;338.01;351.14;335.74;347.67
BTC;07/11/2014;347.67;351.61;340.18;341.87
BTC;08/11/2014;341.87;346.29;339.8;343.54
BTC;09/11/2014;343.54;362.21;341.78;362.04
BTC;10/11/2014;362.04;374.67;356.6;367.15
BTC;11/11/2014;367.15;370.99;361.87;365.42
BTC;12/11/2014;365.42;442.73;365.42;432.03
BTC;13/11/2014;432.03;480.45;390.88;428.72
BTC;14/11/2014;428.72;430.18;381.99;396.53
BTC;15/11/2014;396.53;407.32;367.97;374.86
BTC;16/11/2014;374.86;390.36;370.54;385.61
BTC;17/11/2014;385.61;412.33;378.32;384.69
BTC;18/11/2014;384.69;394.94;371.95;379.16
BTC;19/11/2014;379.16;389.29;374.26;381.43
BTC;20/11/2014;381.43;383.03;355.11;357.3
BTC;21/11/2014;357.3;358.73;343.8;351.77
BTC;22/11/2014;351.77;364.21;350.51;352.01
BTC;23/11/2014;352.01;370.59;352.01;365.85
BTC;24/11/2014;365.85;388.72;361.92;378.85
BTC;25/11/2014;378.85;395.73;370.64;376.43
BTC;26/11/2014;376.43;378.27;363.99;365.35
BTC;27/11/2014;365.35;374.43;364.81;368.83
BTC;28/11/2014;368.83;383.25;358.37;377.59
BTC;29/11/2014;377.59;389.3;372.21;376.28
BTC;30/11/2014;376.28;381.06;372.57;374.93
BTC;01/12/2014;374.93;383.58;373.02;378.61
BTC;02/12/2014;378.61;384.87;375.37;380.64
BTC;03/12/2014;380.64;384.67;373.64;376.96
BTC;04/12/2014;376.96;380.43;366.24;369.84
BTC;05/12/2014;369.84;379.7;366.39;377.63
BTC;06/12/2014;377.63;380.33;372.04;376.26
BTC;07/12/2014;376.26;377.88;372.46;376.47
BTC;08/12/2014;376.47;377.36;364.6;364.95
BTC;09/12/2014;364.95;365.35;343.82;352.19
BTC;10/12/2014;352.19;354.07;345.09;347.94
BTC;11/12/2014;347.94;367.13;337.8;347.68
BTC;12/12/2014;347.68;356.43;346.0;353.4
BTC;13/12/2014;353.4;353.4;343.81;348.24
BTC;14/12/2014;348.24;351.59;344.61;349.35
BTC;15/12/2014;349.35;351.22;343.56;345.37
BTC;16/12/2014;345.37;346.45;328.88;330.22
BTC;17/12/2014;330.22;335.67;314.31;320.02
BTC;18/12/2014;320.02;325.62;303.4;310.34
BTC;19/12/2014;310.34;320.24;306.36;317.78
BTC;20/12/2014;317.78;332.62;316.05;330.35
BTC;21/12/2014;330.35;332.03;320.13;322.63
BTC;22/12/2014;322.63;335.26;319.89;330.84
BTC;23/12/2014;330.84;339.32;328.0;335.25
BTC;24/12/2014;335.25;336.28;320.65;322.4
BTC;25/12/2014;322.4;323.38;316.3;318.99
BTC;26/12/2014;318.99;332.88;316.36;329.98
BTC;27/12/2014;329.98;330.7;311.98;315.34
BTC;28/12/2014;315.34;322.84;310.5;316.53
BTC;29/12/2014;316.53;321.61;308.28;314.12
BTC;30/12/2014;314.12;316.18;309.25;311.27
BTC;31/12/2014;311.27;319.09;308.89;318.24
BTC;01/01/2015;318.24;321.36;313.54;314.89
BTC;02/01/2015;314.89;316.4;313.08;315.21
BTC;03/01/2015;315.21;315.83;284.89;287.13
BTC;04/01/2015;287.13;289.94;255.87;264.72
BTC;05/01/2015;264.72;278.32;262.89;274.84
BTC;06/01/2015;274.84;285.11;271.52;282.27
BTC;07/01/2015;282.27;296.06;280.74;291.34
BTC;08/01/2015;291.34;292.71;278.99;282.69
BTC;09/01/2015;282.69;290.59;277.28;287.97
BTC;10/01/2015;287.97;289.25;271.98;273.35
BTC;11/01/2015;273.35;278.01;263.76;264.77
BTC;12/01/2015;264.77;273.08;263.3;269.33
BTC;13/01/2015;269.33;269.33;217.1;221.29
BTC;14/01/2015;221.29;230.86;157.29;164.92
BTC;15/01/2015;164.92;231.26;164.55;209.78
BTC;16/01/2015;209.78;222.63;198.72;206.92
BTC;17/01/2015;206.92;212.59;191.71;199.65
BTC;18/01/2015;199.65;220.73;192.51;210.62
BTC;19/01/2015;210.62;219.48;205.47;215.87
BTC;20/01/2015;215.87;216.57;203.42;210.55
BTC;21/01/2015;210.55;229.32;207.11;228.17
BTC;22/01/2015;228.17;238.78;225.57;232.7
BTC;23/01/2015;232.7;236.97;224.84;232.17
BTC;24/01/2015;232.17;248.88;229.58;248.16
BTC;25/01/2015;248.16;256.43;241.36;252.09
BTC;26/01/2015;252.09;310.91;251.5;269.18
BTC;27/01/2015;269.18;276.9;247.26;263.27
BTC;28/01/2015;263.27;267.66;228.06;236.17
BTC;29/01/2015;236.17;241.51;220.36;233.99
BTC;30/01/2015;233.99;244.83;227.19;231.84
BTC;31/01/2015;231.84;235.36;216.46;218.51
BTC;01/02/2015;218.51;231.44;209.71;225.29
BTC;02/02/2015;225.29;242.51;220.53;238.86
BTC;03/02/2015;238.86;247.48;223.91;227.41
BTC;04/02/2015;227.41;230.71;220.23;226.58
BTC;05/02/2015;226.58;229.85;214.35;216.52
BTC;06/02/2015;216.52;226.16;215.65;222.96
BTC;07/02/2015;222.96;231.0;222.38;227.68
BTC;08/02/2015;227.68;230.23;219.5;223.67
BTC;09/02/2015;223.67;225.0;215.66;220.34
BTC;10/02/2015;220.34;222.19;214.44;219.67
BTC;11/02/2015;219.67;223.53;217.28;218.83
BTC;12/02/2015;218.83;223.0;217.3;221.79
BTC;13/02/2015;221.79;241.58;220.62;236.17
BTC;14/02/2015;236.17;261.25;235.38;258.64
BTC;15/02/2015;258.64;264.57;226.56;233.27
BTC;16/02/2015;233.27;240.03;228.01;235.83
BTC;17/02/2015;235.83;247.17;232.03;243.2
BTC;18/02/2015;243.2;245.51;231.7;235.2
BTC;19/02/2015;235.2;244.11;234.87;241.92
BTC;20/02/2015;241.92;247.76;238.83;244.52
BTC;21/02/2015;244.52;247.32;242.65;244.41
BTC;22/02/2015;244.41;246.54;232.72;235.73
BTC;23/02/2015;235.73;240.06;231.33;238.82
BTC;24/02/2015;238.82;240.25;235.5;238.89
BTC;25/02/2015;238.89;239.64;234.59;237.33
BTC;26/02/2015;237.33;238.17;233.5;236.53
BTC;27/02/2015;236.53;258.72;235.7;253.47
BTC;28/02/2015;253.47;255.4;248.73;254.06
BTC;01/03/2015;254.06;260.65;244.77;257.94
BTC;02/03/2015;257.94;274.8;256.15;273.75
BTC;03/03/2015;273.75;287.06;266.12;280.65
BTC;04/03/2015;280.65;284.47;265.91;271.92
BTC;05/03/2015;271.92;280.84;262.81;275.23
BTC;06/03/2015;275.23;277.99;269.02;272.56
BTC;07/03/2015;272.56;278.25;269.41;274.91
BTC;08/03/2015;274.91;278.78;271.31;274.49
BTC;09/03/2015;274.49;293.26;273.79;290.02
BTC;10/03/2015;290.02;300.96;288.12;291.37
BTC;11/03/2015;291.37;297.66;288.88;295.6
BTC;12/03/2015;295.6;296.98;290.83;293.85
BTC;13/03/2015;293.85;294.92;286.08;287.21
BTC;14/03/2015;287.21;288.4;279.3;281.6
BTC;15/03/2015;281.6;286.39;280.37;284.88
BTC;16/03/2015;284.88;294.01;284.77;290.41
BTC;17/03/2015;290.41;292.46;283.25;285.38
BTC;18/03/2015;285.38;285.65;248.19;255.92
BTC;19/03/2015;255.92;264.8;247.0;260.93
BTC;20/03/2015;260.93;264.71;257.85;261.78
BTC;21/03/2015;261.78;263.26;254.02;259.71
BTC;22/03/2015;259.71;270.42;259.0;268.57
BTC;23/03/2015;268.57;271.01;259.38;265.46
BTC;24/03/2015;265.46;267.02;242.67;246.72
BTC;25/03/2015;246.72;249.21;234.84;246.37
BTC;26/03/2015;246.37;254.69;243.52;248.02
BTC;27/03/2015;248.02;250.05;244.47;247.21
BTC;28/03/2015;247.21;254.25;246.28;252.02
BTC;29/03/2015;252.02;252.81;238.93;242.08
BTC;30/03/2015;242.08;248.83;236.55;246.79
BTC;31/03/2015;246.79;248.7;241.18;244.15
BTC;01/04/2015;244.15;247.67;239.57;246.24
BTC;02/04/2015;246.24;254.85;244.25;252.6
BTC;03/04/2015;252.6;256.53;251.26;254.48
BTC;04/04/2015;254.48;255.24;250.31;252.89
BTC;05/04/2015;252.89;260.26;250.6;259.64
BTC;06/04/2015;259.64;261.45;252.32;254.97
BTC;07/04/2015;254.97;255.6;250.15;252.97
BTC;08/04/2015;252.97;254.26;242.57;244.57
BTC;09/04/2015;244.57;246.22;237.62;243.32
BTC;10/04/2015;243.32;244.11;231.3;234.73
BTC;11/04/2015;234.73;240.0;233.12;236.48
BTC;12/04/2015;236.48;237.52;232.27;235.85
BTC;13/04/2015;235.85;236.75;220.36;223.59
BTC;14/04/2015;223.59;224.72;214.27;217.99
BTC;15/04/2015;217.99;223.56;217.15;222.97
BTC;16/04/2015;222.97;229.53;222.87;227.98
BTC;17/04/2015;227.98;229.28;220.56;222.59
BTC;18/04/2015;222.59;224.47;220.57;223.35
BTC;19/04/2015;223.35;226.94;221.96;223.02
BTC;20/04/2015;223.02;226.72;221.58;224.24
BTC;21/04/2015;224.24;235.27;223.29;233.73
BTC;22/04/2015;233.73;238.4;231.8;233.78
BTC;23/04/2015;233.78;236.12;232.58;235.4
BTC;24/04/2015;235.4;236.55;229.06;231.09
BTC;25/04/2015;231.09;232.29;223.05;226.14
BTC;26/04/2015;226.14;226.72;214.14;218.7
BTC;27/04/2015;218.7;242.65;216.6;228.96
BTC;28/04/2015;228.96;229.87;222.03;225.81
BTC;29/04/2015;225.81;227.24;222.25;225.42
BTC;30/04/2015;225.42;240.01;224.68;235.77
BTC;01/05/2015;235.77;239.42;232.38;233.21
BTC;02/05/2015;233.21;236.38;231.73;235.34
BTC;03/05/2015;235.34;243.58;233.8;239.99
BTC;04/05/2015;239.99;243.2;237.45;238.97
BTC;05/05/2015;238.97;239.61;231.78;235.82
BTC;06/05/2015;235.82;237.15;228.24;230.03
BTC;07/05/2015;230.03;240.25;228.33;237.73
BTC;08/05/2015;237.73;247.01;235.77;243.74
BTC;09/05/2015;243.74;247.87;238.52;241.4
BTC;10/05/2015;241.4;244.82;238.23;239.96
BTC;11/05/2015;239.96;243.95;238.86;241.81
BTC;12/05/2015;241.81;243.0;239.18;241.58
BTC;13/05/2015;241.58;243.91;234.07;236.38
BTC;14/05/2015;236.38;239.17;232.36;236.9
BTC;15/05/2015;236.9;238.83;235.53;237.2
BTC;16/05/2015;237.2;237.78;234.57;236.23
BTC;17/05/2015;236.23;237.77;235.35;236.3
BTC;18/05/2015;236.3;237.1;231.46;232.64
BTC;19/05/2015;232.64;234.5;231.27;232.02
BTC;20/05/2015;232.02;235.17;231.47;233.96
BTC;21/05/2015;233.96;236.65;233.61;235.38
BTC;22/05/2015;235.38;242.0;234.56;240.37
BTC;23/05/2015;240.37;241.73;238.05;238.94
BTC;24/05/2015;238.94;242.39;237.48;240.98
BTC;25/05/2015;240.98;241.79;235.81;237.41
BTC;26/05/2015;237.41;238.99;235.58;237.84
BTC;27/05/2015;237.84;238.95;235.89;237.29
BTC;28/05/2015;237.29;238.41;236.23;237.32
BTC;29/05/2015;237.32;237.89;235.13;237.03
BTC;30/05/2015;237.03;237.06;231.59;233.22
BTC;31/05/2015;233.22;233.99;229.13;229.84
BTC;01/06/2015;229.84;231.76;220.97;223.14
BTC;02/06/2015;223.14;227.44;222.25;225.74
BTC;03/06/2015;225.74;227.86;223.69;225.59
BTC;04/06/2015;225.59;226.71;223.49;224.22
BTC;05/06/2015;224.22;226.36;222.15;225.29
BTC;06/06/2015;225.29;225.76;223.53;224.74
BTC;07/06/2015;224.74;226.36;222.21;223.47
BTC;08/06/2015;223.47;229.91;222.99;228.57
BTC;09/06/2015;228.57;231.36;227.51;229.56
BTC;10/06/2015;229.56;230.44;227.84;228.79
BTC;11/06/2015;228.79;230.64;228.54;229.88
BTC;12/06/2015;229.88;231.58;229.29;230.46
BTC;13/06/2015;230.46;233.14;229.01;232.48
BTC;14/06/2015;232.48;235.51;232.09;233.75
BTC;15/06/2015;233.75;238.55;233.29;237.0
BTC;16/06/2015;237.0;254.15;235.7;249.82
BTC;17/06/2015;249.82;258.48;245.09;247.38
BTC;18/06/2015;247.38;251.95;242.46;248.44
BTC;19/06/2015;248.44;250.81;243.65;244.13
BTC;20/06/2015;244.13;246.63;238.7;244.98
BTC;21/06/2015;244.98;246.03;240.94;244.1
BTC;22/06/2015;244.1;248.6;243.16;247.46
BTC;23/06/2015;247.46;247.67;242.32;243.76
BTC;24/06/2015;243.76;244.51;239.05;240.56
BTC;25/06/2015;240.56;243.65;239.32;242.56
BTC;26/06/2015;242.56;243.49;240.14;242.95
BTC;27/06/2015;242.95;251.57;241.83;250.73
BTC;28/06/2015;250.73;251.59;246.62;248.88
BTC;29/06/2015;248.88;257.54;247.96;256.97
BTC;30/06/2015;256.97;268.73;255.37;264.12
BTC;01/07/2015;264.12;265.0;254.41;257.62
BTC;02/07/2015;257.62;261.29;253.09;254.88
BTC;03/07/2015;254.88;256.71;252.44;255.4
BTC;04/07/2015;255.4;261.08;253.37;260.55
BTC;05/07/2015;260.55;274.14;257.61;270.14
BTC;06/07/2015;270.14;277.48;266.46;269.08
BTC;07/07/2015;269.08;271.34;263.21;266.21
BTC;08/07/2015;266.21;273.57;263.18;268.64
BTC;09/07/2015;268.64;272.31;265.13;269.14
BTC;10/07/2015;269.14;297.85;266.91;283.62
BTC;11/07/2015;283.62;298.76;282.28;291.97
BTC;12/07/2015;291.97;315.88;291.26;310.44
BTC;13/07/2015;310.44;310.88;276.85;290.35
BTC;14/07/2015;290.35;296.96;285.17;286.96
BTC;15/07/2015;286.96;292.92;283.17;283.42
BTC;16/07/2015;283.42;290.84;273.28;276.59
BTC;17/07/2015;276.59;280.76;271.17;279.62
BTC;18/07/2015;279.62;282.53;243.24;274.05
BTC;19/07/2015;274.05;277.07;271.85;273.18
BTC;20/07/2015;273.18;278.85;271.82;277.68
BTC;21/07/2015;277.68;281.05;274.19;275.09
BTC;22/07/2015;275.09;277.39;273.12;276.46
BTC;23/07/2015;276.46;277.85;274.47;275.52
BTC;24/07/2015;275.52;289.81;274.26;288.37
BTC;25/07/2015;288.37;291.24;284.67;288.74
BTC;26/07/2015;288.74;293.28;286.77;291.77
BTC;27/07/2015;291.77;295.79;285.4;293.01
BTC;28/07/2015;293.01;296.68;291.67;293.7
BTC;29/07/2015;293.7;294.72;286.89;288.37
BTC;30/07/2015;288.37;289.89;284.91;287.02
BTC;31/07/2015;287.02;288.69;280.77;283.73
BTC;01/08/2015;283.73;284.53;276.3;280.47
BTC;02/08/2015;280.47;282.5;275.93;281.36
BTC;03/08/2015;281.36;285.0;278.94;281.58
BTC;04/08/2015;281.58;285.66;279.58;284.3
BTC;05/08/2015;284.3;285.45;280.53;281.72
BTC;06/08/2015;281.72;281.98;276.46;278.0
BTC;07/08/2015;278.0;279.6;274.28;277.89
BTC;08/08/2015;277.89;278.92;257.42;258.6
BTC;09/08/2015;258.6;266.75;258.56;263.87
BTC;10/08/2015;263.87;266.63;260.52;263.3
BTC;11/08/2015;263.3;269.9;261.44;269.03
BTC;12/08/2015;269.03;271.5;263.66;267.66
BTC;13/08/2015;267.66;268.39;261.28;263.44
BTC;14/08/2015;263.44;267.22;260.21;265.03
BTC;15/08/2015;265.03;266.55;259.38;260.52
BTC;16/08/2015;260.52;261.92;254.57;257.12
BTC;17/08/2015;257.12;259.93;252.87;257.13
BTC;18/08/2015;257.13;257.53;245.74;246.72
BTC;19/08/2015;246.72;247.95;214.29;226.0
BTC;20/08/2015;226.0;238.03;225.54;234.66
BTC;21/08/2015;234.66;236.3;230.48;232.4
BTC;22/08/2015;232.4;235.07;221.04;229.54
BTC;23/08/2015;229.54;232.7;224.27;226.75
BTC;24/08/2015;226.75;228.43;207.82;211.43
BTC;25/08/2015;211.43;226.55;196.26;220.51
BTC;26/08/2015;220.51;230.69;218.79;224.97
BTC;27/08/2015;224.97;228.44;222.0;222.73
BTC;28/08/2015;222.73;234.81;219.6;231.64
BTC;29/08/2015;231.64;233.09;226.35;228.5
BTC;30/08/2015;228.5;232.32;225.44;228.4
BTC;31/08/2015;228.4;231.79;224.2;229.47
BTC;01/09/2015;229.47;231.45;225.76;227.18
BTC;02/09/2015;227.18;230.59;225.57;228.63
BTC;03/09/2015;228.63;229.62;225.36;226.2
BTC;04/09/2015;226.2;231.06;225.75;230.25
BTC;05/09/2015;230.25;235.61;228.29;233.67
BTC;06/09/2015;233.67;243.64;233.67;239.86
BTC;07/09/2015;239.86;242.66;237.49;239.58
BTC;08/09/2015;239.58;246.38;239.23;243.24
BTC;09/09/2015;243.24;244.34;236.49;237.41
BTC;10/09/2015;237.41;240.63;234.31;238.08
BTC;11/09/2015;238.08;241.02;237.38;239.9
BTC;12/09/2015;239.9;240.32;233.32;235.6
BTC;13/09/2015;235.6;236.16;228.28;230.19
BTC;14/09/2015;230.19;232.64;225.96;229.91
BTC;15/09/2015;229.91;242.83;228.03;229.53
BTC;16/09/2015;229.53;230.89;225.05;228.6
BTC;17/09/2015;228.6;235.17;227.95;232.72
BTC;18/09/2015;232.72;234.69;230.58;232.21
BTC;19/09/2015;232.21;233.35;230.21;231.11
BTC;20/09/2015;231.11;232.67;229.93;231.09
BTC;21/09/2015;231.09;231.63;225.0;226.33
BTC;22/09/2015;226.33;233.24;224.07;230.01
BTC;23/09/2015;230.01;232.2;228.5;229.89
BTC;24/09/2015;229.89;235.84;229.57;233.76
BTC;25/09/2015;233.76;237.58;232.7;235.03
BTC;26/09/2015;235.03;235.71;232.74;234.3
BTC;27/09/2015;234.3;234.75;231.84;232.5
BTC;28/09/2015;232.5;240.39;232.37;238.87
BTC;29/09/2015;238.87;240.39;234.8;236.71
BTC;30/09/2015;236.71;237.83;234.39;235.93
BTC;01/10/2015;235.93;238.66;234.7;237.05
BTC;02/10/2015;237.05;238.45;235.14;236.71
BTC;03/10/2015;236.71;239.52;236.07;238.58
BTC;04/10/2015;238.58;277.58;237.51;238.33
BTC;05/10/2015;238.33;240.53;236.41;240.15
BTC;06/10/2015;240.15;247.61;239.36;246.14
BTC;07/10/2015;246.14;247.28;241.65;242.98
BTC;08/10/2015;242.98;244.79;241.57;242.58
BTC;09/10/2015;242.58;244.56;241.34;244.04
BTC;10/10/2015;244.04;245.93;242.89;245.35
BTC;11/10/2015;245.35;248.26;244.47;247.65
BTC;12/10/2015;247.65;248.02;244.65;245.35
BTC;13/10/2015;245.35;251.19;243.11;248.78
BTC;14/10/2015;248.78;255.06;248.28;252.33
BTC;15/10/2015;252.33;256.76;251.17;254.44
BTC;16/10/2015;254.44;267.27;253.93;262.87
BTC;17/10/2015;262.87;275.41;261.74;269.58
BTC;18/10/2015;269.58;272.44;259.53;261.67
BTC;19/10/2015;261.67;265.95;259.89;263.82
BTC;20/10/2015;263.82;272.12;262.7;269.75
BTC;21/10/2015;269.75;272.17;263.54;267.11
BTC;22/10/2015;267.11;278.74;266.8;274.42
BTC;23/10/2015;274.42;279.77;273.17;276.92
BTC;24/10/2015;276.92;283.05;276.92;282.56
BTC;25/10/2015;282.56;295.56;281.75;287.86
BTC;26/10/2015;287.86;287.86;279.62;285.15
BTC;27/10/2015;285.15;298.43;285.09;294.66
BTC;28/10/2015;294.66;307.46;294.02;303.54
BTC;29/10/2015;303.54;318.48;300.16;313.63
BTC;30/10/2015;313.63;334.92;310.82;327.12
BTC;31/10/2015;327.12;333.25;304.6;311.24
BTC;01/11/2015;311.24;324.34;304.72;322.95
BTC;02/11/2015;322.95;365.75;319.75;359.28
BTC;03/11/2015;359.28;416.78;354.58;396.49
BTC;04/11/2015;396.49;492.8;368.62;400.89
BTC;05/11/2015;400.89;447.24;366.08;382.7
BTC;06/11/2015;382.7;396.35;348.84;369.81
BTC;07/11/2015;369.81;391.75;368.98;385.09
BTC;08/11/2015;385.09;389.78;365.49;371.56
BTC;09/11/2015;371.56;385.11;360.17;380.22
BTC;10/11/2015;380.22;381.38;323.21;336.69
BTC;11/11/2015;336.69;341.76;292.38;304.71
BTC;12/11/2015;304.71;346.13;304.71;333.85
BTC;13/11/2015;333.85;341.79;323.91;333.77
BTC;14/11/2015;333.77;369.8;326.35;331.77
BTC;15/11/2015;331.77;334.78;314.16;317.45
BTC;16/11/2015;317.45;332.01;314.06;330.21
BTC;17/11/2015;330.21;342.91;328.15;333.91
BTC;18/11/2015;333.91;337.39;329.42;335.92
BTC;19/11/2015;335.92;335.92;323.36;324.98
